"","TargetName","Module","CodeClass","GeneID","SystematicName","Negative","genes_lowCount_overNsamples","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Sdhaf3","Sdhaf3","Mm_R_NGS_WTA_v1.0","Endogenous","71238","Sdhaf3",FALSE,FALSE,-0.217931777891193,4.45093178122472,-1.72710414230232,0.0977675921483242,0.417188452947271,-4.96362972252087
"Pcdhga7","Pcdhga7","Mm_R_NGS_WTA_v1.0","Endogenous","93715","Pcdhga7",FALSE,FALSE,0.239185048947649,4.07477294664456,1.72702455621365,0.0977821355177218,0.417188452947271,-4.92755138465744
"Fam189a2","Fam189a2","Mm_R_NGS_WTA_v1.0","Endogenous","381217","Fam189a2",FALSE,FALSE,0.27125987727068,7.53276838191761,1.73103758919325,0.0979397162470917,0.417687605839144,-4.9606130764012
"Defb4","Defb4","Mm_R_NGS_WTA_v1.0","Endogenous","56519","Defb4",FALSE,FALSE,-0.261209168865813,3.6363779676278,-1.72602769162567,0.0979644564336442,0.417687605839144,-4.84313168045924
"BC005537","BC005537","Mm_R_NGS_WTA_v1.0","Endogenous","79555","BC005537",FALSE,FALSE,0.272885346970069,7.9146719775895,1.73031440385516,0.0979729227290916,0.417687605839144,-4.9508239672282
"Mtx2","Mtx2","Mm_R_NGS_WTA_v1.0","Endogenous","53375","Mtx2",FALSE,FALSE,0.23365457320203,6.75045015586342,1.72583082624592,0.0980004962469227,0.417687605839144,-4.99195448404584
"Ceacam1","Ceacam1","Mm_R_NGS_WTA_v1.0","Endogenous","26365","Ceacam1",FALSE,FALSE,-0.273600648285687,11.9355524132501,-1.72573691097459,0.0980176931387347,0.417687605839144,-4.85761353560602
"Olfr974","Olfr974","Mm_R_NGS_WTA_v1.0","Endogenous","259111","Olfr974",FALSE,FALSE,0.251794022928147,3.89534035416979,1.72568725972433,0.0980267858536886,0.417687605839144,-4.89917339818467
"Atp2b1","Atp2b1","Mm_R_NGS_WTA_v1.0","Endogenous","67972","Atp2b1",FALSE,FALSE,-0.609214482917645,9.23683093601455,-1.88168368177241,0.0980618210506599,0.417687605839144,-4.75084034181553
"Stx6","Stx6","Mm_R_NGS_WTA_v1.0","Endogenous","58244","Stx6",FALSE,FALSE,-0.198576398134212,5.37918357290941,-1.72537971370694,0.0980831232813096,0.417687605839144,-5.01809250698836
"Sirt3","Sirt3","Mm_R_NGS_WTA_v1.0","Endogenous","64384","Sirt3",FALSE,FALSE,0.224759926688378,5.5987527944611,1.72535617368958,0.0980874365663431,0.417687605839144,-5.02172260817277
"Anp32e","Anp32e","Mm_R_NGS_WTA_v1.0","Endogenous","66471","Anp32e",FALSE,FALSE,-0.260221604912872,5.91366799129879,-1.73142573052637,0.0981115483631441,0.417701181482927,-5.0068182997901
"Galnt5","Galnt5","Mm_R_NGS_WTA_v1.0","Endogenous","241391","Galnt5",FALSE,FALSE,-0.286298801934712,4.03174708978576,-1.72853701831605,0.0981626218797532,0.417738885769411,-4.90636055535906
"Prss38","Prss38","Mm_R_NGS_WTA_v1.0","Endogenous","216797","Prss38",FALSE,FALSE,-0.220266477127388,4.83294550247107,-1.7247674770492,0.0981953572318305,0.417738885769411,-4.99794857180607
"Arnt","Arnt","Mm_R_NGS_WTA_v1.0","Endogenous","11863","Arnt",FALSE,FALSE,0.208943087267935,6.09783887260835,1.72473307895319,0.0982016662654376,0.417738885769411,-5.01386137196298
"Chrnb4","Chrnb4","Mm_R_NGS_WTA_v1.0","Endogenous","108015","Chrnb4",FALSE,FALSE,-0.265237940333845,4.32169408017962,-1.72577508143786,0.098204409790911,0.417738885769411,-4.95199142825414
"Atad1","Atad1","Mm_R_NGS_WTA_v1.0","Endogenous","67979","Atad1",FALSE,FALSE,0.232992377050309,6.96334644191051,1.72460569639518,0.0982250328007622,0.417738885769411,-4.98664392055746
"Gm5592","Gm5592","Mm_R_NGS_WTA_v1.0","Endogenous","434172","Gm5592",FALSE,FALSE,0.245290000382889,3.85735670686022,1.72429849492497,0.098281404075012,0.417889599478054,-4.89457616646656
"Nexn","Nexn","Mm_R_NGS_WTA_v1.0","Endogenous","68810","Nexn",FALSE,FALSE,-0.272397019877602,3.48809411302405,-1.72407256038329,0.0983228805117464,0.417890944225633,-4.80817662185034
"Gins3","Gins3","Mm_R_NGS_WTA_v1.0","Endogenous","78833","Gins3",FALSE,FALSE,-0.234977135018594,3.85106857045589,-1.72406871324897,0.098323586887131,0.417890944225633,-4.88690271358249
"Zfp317","Zfp317","Mm_R_NGS_WTA_v1.0","Endogenous","244713","Zfp317",FALSE,FALSE,-0.214528586480014,4.61413297691231,-1.72344833998889,0.0984375507010817,0.41823822662445,-4.98443211631753
"Elof1","Elof1","Mm_R_NGS_WTA_v1.0","Endogenous","66126","Elof1",FALSE,FALSE,-0.246307342434823,7.21220224963201,-1.72339584845945,0.0984471986629409,0.41823822662445,-4.9804393314715
"Samt3","Samt3","Mm_R_NGS_WTA_v1.0","Endogenous","73495","Samt3",FALSE,FALSE,-0.302233531311678,3.06757563629035,-1.72315222846809,0.0984919866521391,0.418339474369501,-4.69484053093205
"Manba","Manba","Mm_R_NGS_WTA_v1.0","Endogenous","110173","Manba",FALSE,FALSE,-0.211465991060528,5.52409178483357,-1.72298130733444,0.0985234197795037,0.418383967040679,-5.02189026163346
"Tmem200c","Tmem200c","Mm_R_NGS_WTA_v1.0","Endogenous","622645","Tmem200c",FALSE,FALSE,-0.352489636904818,5.79312338804137,-1.78005806543804,0.098550410815614,0.418409581265866,-4.95198304273517
"Krtap4-9","Krtap4-9","Mm_R_NGS_WTA_v1.0","Endogenous","665998","Krtap4-9",FALSE,FALSE,0.267026045365398,3.99789921095598,1.72267153068086,0.0985804108133965,0.418447956850486,-4.92181133783373
"Pdzd9","Pdzd9","Mm_R_NGS_WTA_v1.0","Endogenous","67983","Pdzd9",FALSE,FALSE,0.245883779572821,3.73683565523811,1.72254052600289,0.0986045207946814,0.418453288276074,-4.87425345014454
"Ndufb2","Ndufb2","Mm_R_NGS_WTA_v1.0","Endogenous","68198","Ndufb2",FALSE,FALSE,-0.209667132083446,6.96388877108321,-1.72243693194082,0.098623589707906,0.418453288276074,-4.98959706616749
"Zcchc8","Zcchc8","Mm_R_NGS_WTA_v1.0","Endogenous","70650","Zcchc8",FALSE,FALSE,0.207712523182058,5.34856450779379,1.72202238506494,0.098699928210826,0.418634234446183,-5.02670456431485
"Clec16a","Clec16a","Mm_R_NGS_WTA_v1.0","Endogenous","74374","Clec16a",FALSE,FALSE,0.196831256182921,5.74198053439517,1.72197760626867,0.098708177204738,0.418634234446183,-5.02527303364998
"Amt","Amt","Mm_R_NGS_WTA_v1.0","Endogenous","434437","Amt",FALSE,FALSE,-0.231084422477006,4.23593535410002,-1.72172145114366,0.0987553764993408,0.4186822588426,-4.94458876963258
"Faf1","Faf1","Mm_R_NGS_WTA_v1.0","Endogenous","14084","Faf1",FALSE,FALSE,0.200368981013584,6.51468197124274,1.72168851612156,0.0987614465205531,0.4186822588426,-5.00635593687035
"Dusp13","Dusp13","Mm_R_NGS_WTA_v1.0","Endogenous","27389","Dusp13",FALSE,FALSE,0.28616879513995,3.68882343390163,1.72138992877389,0.0988164915471732,0.418792823913159,-4.8648916057652
"Olfr1424","Olfr1424","Mm_R_NGS_WTA_v1.0","Endogenous","258676","Olfr1424",FALSE,FALSE,-0.221091707643812,4.22417272020765,-1.72113619516306,0.0988632882561145,0.418792823913159,-4.94597292105049
"Akp3","Akp3","Mm_R_NGS_WTA_v1.0","Endogenous","11648","Akp3",FALSE,FALSE,-0.27492140703976,3.47746467881878,-1.72103907709601,0.0988812049725544,0.418792823913159,-4.81247320011009
"Vmn2r80","Vmn2r80","Mm_R_NGS_WTA_v1.0","Endogenous","624765","Vmn2r80",FALSE,FALSE,0.234012977970355,3.76096947091735,1.72092332937544,0.0989025621715359,0.418792823913159,-4.8814702870058
"Irf7","Irf7","Mm_R_NGS_WTA_v1.0","Endogenous","54123","Irf7",FALSE,FALSE,0.471901776686956,8.92563717305295,1.82046112115713,0.0989081928721404,0.418792823913159,-4.82529826764806
"Trim72","Trim72","Mm_R_NGS_WTA_v1.0","Endogenous","434246","Trim72",FALSE,FALSE,-0.298362201114614,4.2036662041331,-1.73351479005091,0.0989133980238713,0.418792823913159,-4.92529107307307
"Vmn2r59","Vmn2r59","Mm_R_NGS_WTA_v1.0","Endogenous","628444","Vmn2r59",FALSE,FALSE,-0.314366565068455,3.35898655743446,-1.72071638076085,0.0989407571017879,0.41881424640849,-4.77572080378819
"Tmem176a","Tmem176a","Mm_R_NGS_WTA_v1.0","Endogenous","66058","Tmem176a",FALSE,FALSE,0.202463569888976,6.21077583306697,1.72055815956529,0.0989699672563934,0.41881424640849,-5.0173962326974
"Mark3","Mark3","Mm_R_NGS_WTA_v1.0","Endogenous","17169","Mark3",FALSE,FALSE,0.202512201348094,6.5504972971983,1.72049626319687,0.0989813963109381,0.41881424640849,-5.00697519545721
"Pcnx3","Pcnx3","Mm_R_NGS_WTA_v1.0","Endogenous","104401","Pcnx3",FALSE,FALSE,-0.232993975103391,4.16237734634019,-1.72018926084278,0.0990381003652075,0.418965373509353,-4.94019545849318
"Cbs","Cbs","Mm_R_NGS_WTA_v1.0","Endogenous","12411","Cbs",FALSE,FALSE,-0.458219919025793,6.1277785284998,-1.83324422855899,0.0990897892818749,0.419095225303828,-4.88763962871669
"Appl1","Appl1","Mm_R_NGS_WTA_v1.0","Endogenous","72993","Appl1",FALSE,FALSE,-0.240938727245458,7.19912515372829,-1.71957307033022,0.0991519956825195,0.419181245316825,-4.98672059567823
"Nkx2-1","Nkx2-1","Mm_R_NGS_WTA_v1.0","Endogenous","21869","Nkx2-1",FALSE,FALSE,-0.224537777989275,3.82577532087586,-1.71957237944032,0.0991521234476807,0.419181245316825,-4.88996212569223
"Plau","Plau","Mm_R_NGS_WTA_v1.0","Endogenous","18792","Plau",FALSE,FALSE,0.214003107509547,4.80788314702477,1.71896042972166,0.0992653453925133,0.419571054429545,-5.01350609472206
"Akr1b10","Akr1b10","Mm_R_NGS_WTA_v1.0","Endogenous","67861","Akr1b10",FALSE,FALSE,-0.250420437478306,3.89183930040308,-1.71828437448315,0.0993905559960745,0.420002579283682,-4.90269615262454
"Polrmt","Polrmt","Mm_R_NGS_WTA_v1.0","Endogenous","216151","Polrmt",FALSE,FALSE,-0.234051682202704,4.70424416265364,-1.71807519814641,0.0994293242806398,0.420002579283682,-4.99935552212045
"Ss18l2","Ss18l2","Mm_R_NGS_WTA_v1.0","Endogenous","26901","Ss18l2",FALSE,FALSE,0.238884661249291,5.82060601930771,1.71801105514274,0.099441214983263,0.420002579283682,-5.03037754049696
"Itga5","Itga5","Mm_R_NGS_WTA_v1.0","Endogenous","16402","Itga5",FALSE,FALSE,-0.250247781932742,4.69483528375448,-1.71805112528001,0.0994515950645677,0.420002579283682,-4.99885275447374
"Pax7","Pax7","Mm_R_NGS_WTA_v1.0","Endogenous","18509","Pax7",FALSE,FALSE,-0.256083096534284,3.95832654068847,-1.71744739617214,0.0995457570295991,0.420311325630687,-4.91728552961777
"Mmp20","Mmp20","Mm_R_NGS_WTA_v1.0","Endogenous","30800","Mmp20",FALSE,FALSE,0.250360813613151,3.87200888852287,1.71720007448889,0.0995916573984338,0.42032850252812,-4.90794303056442
"Adgra2","Adgra2","Mm_R_NGS_WTA_v1.0","Endogenous","78560","Adgra2",FALSE,FALSE,0.26556442307141,3.60499606073843,1.71713739197896,0.0996032934906365,0.42032850252812,-4.85407325829072
"Syce2","Syce2","Mm_R_NGS_WTA_v1.0","Endogenous","71846","Syce2",FALSE,FALSE,-0.278840032242298,3.81325381215639,-1.71708515553666,0.0996129913069445,0.42032850252812,-4.89046406385606
"Bmpr1b","Bmpr1b","Mm_R_NGS_WTA_v1.0","Endogenous","12167","Bmpr1b",FALSE,FALSE,0.250158047977019,3.70428288196008,1.71695976367968,0.0996362738752314,0.420337898430102,-4.87596953328896
"Camkmt","Camkmt","Mm_R_NGS_WTA_v1.0","Endogenous","73582","Camkmt",FALSE,FALSE,0.225368385355154,5.03104005759444,1.71683858742741,0.0996587780970125,0.420344007426719,-5.02868004977216
"Fabp2","Fabp2","Mm_R_NGS_WTA_v1.0","Endogenous","14079","Fabp2",FALSE,FALSE,0.651459455403497,11.8757659680916,1.87089042518888,0.0996825383336379,0.420355410383273,-4.70418593463886
"Magt1","Magt1","Mm_R_NGS_WTA_v1.0","Endogenous","67075","Magt1",FALSE,FALSE,-0.195308502535983,6.37676177542136,-1.71603523574298,0.0998080818166459,0.420795931849145,-5.01785711183176
"Ift43","Ift43","Mm_R_NGS_WTA_v1.0","Endogenous","76411","Ift43",FALSE,FALSE,0.216087933364196,5.93440189259383,1.71577406143332,0.0998566623083273,0.420911855925071,-5.03149606827957
"Tmem151b","Tmem151b","Mm_R_NGS_WTA_v1.0","Endogenous","210573","Tmem151b",FALSE,FALSE,0.259594509195855,3.74057876852442,1.71527199451914,0.0999501072535397,0.421131657218536,-4.88600446865414
"Fam114a2","Fam114a2","Mm_R_NGS_WTA_v1.0","Endogenous","67726","Fam114a2",FALSE,FALSE,0.216296601699205,6.72391579376945,1.71526720551711,0.099950998943116,0.421131657218536,-5.00913056152081
"Med9","Med9","Mm_R_NGS_WTA_v1.0","Endogenous","192191","Med9",FALSE,FALSE,-0.237586975088555,4.6159780987824,-1.71493200282494,0.100013428922124,0.421218820007553,-4.99772041530121
"Pfdn5","Pfdn5","Mm_R_NGS_WTA_v1.0","Endogenous","56612","Pfdn5",FALSE,FALSE,0.250347701878762,7.43167040140795,1.7148752347436,0.100024005003915,0.421218820007553,-4.9867289355539
"Lypd8","Lypd8","Mm_R_NGS_WTA_v1.0","Endogenous","70163","Lypd8",FALSE,FALSE,0.374975587893976,13.7172325419099,1.74309326953951,0.100034986006903,0.421218820007553,-4.80292667824873
"Lkaaear1","Lkaaear1","Mm_R_NGS_WTA_v1.0","Endogenous","277496","Lkaaear1",FALSE,FALSE,-0.291798454423615,3.3742312300186,-1.71460715008747,0.100073962922307,0.421294078831296,-4.79710931903746
"Snx2","Snx2","Mm_R_NGS_WTA_v1.0","Endogenous","67804","Snx2",FALSE,FALSE,0.228371024867156,6.59646074497386,1.71415401677561,0.100158453159664,0.421560868738432,-5.01523924833698
"Uspl1","Uspl1","Mm_R_NGS_WTA_v1.0","Endogenous","231915","Uspl1",FALSE,FALSE,0.233954436672483,4.0468504288815,1.71400034298867,0.100187120611313,0.421592640970412,-4.94290270012403
"Yrdc","Yrdc","Mm_R_NGS_WTA_v1.0","Endogenous","230734","Yrdc",FALSE,FALSE,-0.208102814195201,4.86883862062914,-1.71340785569982,0.100297712941171,0.421969071326576,-5.01853685621022
"Nmnat2","Nmnat2","Mm_R_NGS_WTA_v1.0","Endogenous","226518","Nmnat2",FALSE,FALSE,-0.285339088043495,3.61021215106514,-1.7127196649903,0.100426299391111,0.422421031341076,-4.85253770403546
"Nme7","Nme7","Mm_R_NGS_WTA_v1.0","Endogenous","171567","Nme7",FALSE,FALSE,0.211886370709297,4.89767322957523,1.71249587291285,0.100468144494943,0.422501023829503,-5.02912071352943
"Rfc1","Rfc1","Mm_R_NGS_WTA_v1.0","Endogenous","19687","Rfc1",FALSE,FALSE,0.22536179280182,4.85597602110553,1.71239160813698,0.100487645200745,0.422501023829503,-5.02695077798117
"Gm973","Gm973","Mm_R_NGS_WTA_v1.0","Endogenous","381260","Gm973",FALSE,FALSE,-0.233888393171881,3.91583697271946,-1.71202344637915,0.100556528475593,0.422685108148228,-4.91867979791708
"Fgd3","Fgd3","Mm_R_NGS_WTA_v1.0","Endogenous","30938","Fgd3",FALSE,FALSE,0.195913458631316,4.74895519222647,1.71181397502562,0.100595738605218,0.422685108148228,-5.02021951318626
"Clec4g","Clec4g","Mm_R_NGS_WTA_v1.0","Endogenous","75863","Clec4g",FALSE,FALSE,-0.266422272921911,3.31807290495488,-1.71177130431653,0.100603727563441,0.422685108148228,-4.78475357232191
"4930578L24Rik","4930578L24Rik","Mm_R_NGS_WTA_v1.0","Endogenous","105246496","4930578L24Rik",FALSE,FALSE,0.22461129846871,4.00433733008448,1.71170511128104,0.100616121520833,0.422685108148228,-4.93944640752584
"Calm5","Calm5","Mm_R_NGS_WTA_v1.0","Endogenous","494124","Calm5",FALSE,FALSE,-0.299514455550174,3.40304603664669,-1.71077939703815,0.100789587975505,0.423247360025461,-4.80492270760735
"Irf3","Irf3","Mm_R_NGS_WTA_v1.0","Endogenous","54131","Irf3",FALSE,FALSE,-0.230126097416101,6.67959812881414,-1.71061924777679,0.100819623588107,0.423247360025461,-5.01693181911292
"Kdelr2","Kdelr2","Mm_R_NGS_WTA_v1.0","Endogenous","66913","Kdelr2",FALSE,FALSE,0.226010150938013,8.10795317862651,1.71046219468742,0.100849085911258,0.423247360025461,-4.97462590030272
"Ccr1","Ccr1","Mm_R_NGS_WTA_v1.0","Endogenous","12768","Ccr1",FALSE,FALSE,0.260118137161363,4.04265337758715,1.71045993900441,0.100849509118691,0.423247360025461,-4.9477525577378
"Zbtb41","Zbtb41","Mm_R_NGS_WTA_v1.0","Endogenous","226470","Zbtb41",FALSE,FALSE,0.25968263278652,4.78985084269495,1.71568896565144,0.100855968123084,0.423247360025461,-5.01998521312184
"Polr1a","Polr1a","Mm_R_NGS_WTA_v1.0","Endogenous","20019","Polr1a",FALSE,FALSE,-0.211962154618237,4.97104307816639,-1.71018458276752,0.100901182333583,0.423267882914903,-5.02935702238911
"Anxa13","Anxa13","Mm_R_NGS_WTA_v1.0","Endogenous","69787","Anxa13",FALSE,FALSE,-0.221399570604452,4.20719099909244,-1.71017349368028,0.10090326377759,0.423267882914903,-4.96048655297097
"Ado","Ado","Mm_R_NGS_WTA_v1.0","Endogenous","211488","Ado",FALSE,FALSE,-0.208843570142274,5.12113722154253,-1.70993405274987,0.100948216226524,0.423367487506325,-5.03634565689188
"Eef1b2","Eef1b2","Mm_R_NGS_WTA_v1.0","Endogenous","55949","Eef1b2",FALSE,FALSE,-0.22260705040372,8.34636576384637,-1.70916241468518,0.101093198790643,0.423739192168297,-4.97061215993141
"Smim9","Smim9","Mm_R_NGS_WTA_v1.0","Endogenous","434800","Smim9",FALSE,FALSE,0.278201039720845,3.43235268126856,1.70914160471636,0.101097111211566,0.423739192168297,-4.82376555308397
"Rad51c","Rad51c","Mm_R_NGS_WTA_v1.0","Endogenous","114714","Rad51c",FALSE,FALSE,-0.258112091895614,3.7183635412227,-1.70904784118507,0.101114741013173,0.423739192168297,-4.8859227967312
"Olfr293","Olfr293","Mm_R_NGS_WTA_v1.0","Endogenous","257906","Olfr293",FALSE,FALSE,-0.268061878535717,3.65100386144878,-1.70901056364894,0.101121750813493,0.423739192168297,-4.87125384708652
"Scpep1","Scpep1","Mm_R_NGS_WTA_v1.0","Endogenous","74617","Scpep1",FALSE,FALSE,-0.216947773370443,5.49057692859706,-1.70865898627008,0.101187882992838,0.423927325957193,-5.0438078297121
"Smco2","Smco2","Mm_R_NGS_WTA_v1.0","Endogenous","69371","Smco2",FALSE,FALSE,-0.297376177660981,3.71947302115789,-1.71083059127614,0.101236579775082,0.424000970663928,-4.88371842866757
"Rnf19b","Rnf19b","Mm_R_NGS_WTA_v1.0","Endogenous","75234","Rnf19b",FALSE,FALSE,0.214462895000402,6.02747146045222,1.70833987513878,0.101247940046834,0.424000970663928,-5.04081418167528
"Tbk1","Tbk1","Mm_R_NGS_WTA_v1.0","Endogenous","56480","Tbk1",FALSE,FALSE,0.212036403034478,6.35442966899163,1.70767001047679,0.101374107830595,0.42444029249626,-5.03309854701929
"Kifc3","Kifc3","Mm_R_NGS_WTA_v1.0","Endogenous","16582","Kifc3",FALSE,FALSE,0.20324609396601,5.43997833508085,1.70642809880908,0.101608373083918,0.425226962204318,-5.05112512288677
"Creb5","Creb5","Mm_R_NGS_WTA_v1.0","Endogenous","231991","Creb5",FALSE,FALSE,-0.235577944769045,3.62909596026794,-1.70642484218982,0.10160898799319,0.425226962204318,-4.86966087470068
"Krtap19-9b","Krtap19-9b","Mm_R_NGS_WTA_v1.0","Endogenous","170939","Krtap19-9b",FALSE,FALSE,-0.252568551574932,3.46789870458573,-1.70629671623356,0.101633183025988,0.425226962204318,-4.83307573442393
"Dnah14","Dnah14","Mm_R_NGS_WTA_v1.0","Endogenous","240960","Dnah14",FALSE,FALSE,-0.302997137235557,3.17926633346926,-1.70608974604093,0.101672277175659,0.425226962204318,-4.75434220751082
"Adamts20","Adamts20","Mm_R_NGS_WTA_v1.0","Endogenous","223838","Adamts20",FALSE,FALSE,0.220674879724046,3.92407951642346,1.7060876671178,0.101672669923724,0.425226962204318,-4.93431165298086
"Tmub1","Tmub1","Mm_R_NGS_WTA_v1.0","Endogenous","64295","Tmub1",FALSE,FALSE,0.194149207159754,5.70197282767947,1.70598162764516,0.101692704503743,0.425226962204318,-5.05045821899793
"Olfr1223","Olfr1223","Mm_R_NGS_WTA_v1.0","Endogenous","258894","Olfr1223",FALSE,FALSE,-0.234911222836967,3.7325187983907,-1.70588426454055,0.101711102766399,0.425226962204318,-4.89368831399625
"Prodh2","Prodh2","Mm_R_NGS_WTA_v1.0","Endogenous","56189","Prodh2",FALSE,FALSE,-0.247567979268752,3.67844220081595,-1.70560312262691,0.101764244745674,0.425360053990345,-4.88300126922816
"Hykk","Hykk","Mm_R_NGS_WTA_v1.0","Endogenous","235386","Hykk",FALSE,FALSE,0.253353592990939,4.53694158149125,1.70647448550322,0.101793969248456,0.425395228827072,-5.01259393766596
"Olfr63","Olfr63","Mm_R_NGS_WTA_v1.0","Endogenous","258939","Olfr63",FALSE,FALSE,0.211477266295501,4.21375163885774,1.70496083378932,0.101885739900103,0.425662666683556,-4.98056003630123
"Tusc3","Tusc3","Mm_R_NGS_WTA_v1.0","Endogenous","80286","Tusc3",FALSE,FALSE,0.214933922708364,5.57085206960669,1.7048822653607,0.101900610333152,0.425662666683556,-5.05337597242934
"Tead1","Tead1","Mm_R_NGS_WTA_v1.0","Endogenous","21676","Tead1",FALSE,FALSE,0.252418838451212,5.53213727879944,1.70940617925771,0.101952413049283,0.425789962699338,-5.04846910526975
"Mettl21e","Mettl21e","Mm_R_NGS_WTA_v1.0","Endogenous","403183","Mettl21e",FALSE,FALSE,-0.285740399134444,3.64170412430239,-1.70445312892323,0.10198186435579,0.425823877459659,-4.87397455550844
"Ache","Ache","Mm_R_NGS_WTA_v1.0","Endogenous","11423","Ache",FALSE,FALSE,0.224636374460095,4.31555624366993,1.70428333786986,0.102014028309332,0.425869102287578,-4.99407311964177
"mCherry/tdTomato","mCherry/tdTomato","Mm_R_NGS_WTA_v1.0","Endogenous",NA,"",FALSE,FALSE,0.217592490745094,5.02591657752934,1.7039410777503,0.102078889705626,0.426050778840352,-5.04816634362457
"Galk2","Galk2","Mm_R_NGS_WTA_v1.0","Endogenous","69976","Galk2",FALSE,FALSE,-0.210308967741783,5.42103882096736,-1.70324366228959,0.102211164650361,0.426505027298559,-5.05220543329407
"Taok1","Taok1","Mm_R_NGS_WTA_v1.0","Endogenous","216965","Taok1",FALSE,FALSE,0.1947897515233,5.94239171037721,1.7030784188791,0.102242526775597,0.426505027298559,-5.05070660162344
"Mnx1","Mnx1","Mm_R_NGS_WTA_v1.0","Endogenous","15285","Mnx1",FALSE,FALSE,-0.255670329105589,3.69626041666176,-1.70302946802832,0.102251818897505,0.426505027298559,-4.88940510964342
"Lmx1a","Lmx1a","Mm_R_NGS_WTA_v1.0","Endogenous","110648","Lmx1a",FALSE,FALSE,0.228966810274009,4.21056026077966,1.7028262866319,0.102290395582,0.426576805306759,-4.98366688742228
"Lce1i","Lce1i","Mm_R_NGS_WTA_v1.0","Endogenous","76585","Lce1i",FALSE,FALSE,0.238078002372522,4.78797426114045,1.70235993988804,0.102378984431559,0.426857073142693,-5.03796128072409
"Csl","Csl","Mm_R_NGS_WTA_v1.0","Endogenous","71832","Csl",FALSE,FALSE,-0.275856158138826,3.5328964148101,-1.70214930516205,0.102419018685933,0.426857102523405,-4.8572247772521
"Zfy2","Zfy2","Mm_R_NGS_WTA_v1.0","Endogenous","22768","Zfy2",FALSE,FALSE,-0.269583609764186,3.24952766762351,-1.70213490411693,0.102421756303517,0.426857102523405,-4.78201816773328
"Hmgxb3","Hmgxb3","Mm_R_NGS_WTA_v1.0","Endogenous","106894","Hmgxb3",FALSE,FALSE,-0.242790135150935,4.95349069607529,-1.70196026256469,0.102463617317353,0.426863790150175,-5.04081893453307
"Adam26b","Adam26b","Mm_R_NGS_WTA_v1.0","Endogenous","382007","Adam26b",FALSE,FALSE,-0.229825023573405,3.83653596733403,-1.70190154361132,0.102466126453922,0.426863790150175,-4.9199485481731
"Sfrp5","Sfrp5","Mm_R_NGS_WTA_v1.0","Endogenous","54612","Sfrp5",FALSE,FALSE,-0.239851148891464,3.7957465434432,-1.7017020615926,0.102504068031373,0.426932758212038,-4.91020645596408
"Nsun5","Nsun5","Mm_R_NGS_WTA_v1.0","Endogenous","100609","Nsun5",FALSE,FALSE,-0.211138780105451,4.73909419280388,-1.70119458824756,0.10260064347359,0.427218740667315,-5.02890521832389
"Usp28","Usp28","Mm_R_NGS_WTA_v1.0","Endogenous","235323","Usp28",FALSE,FALSE,0.200871164107041,4.52442214008999,1.70106623376985,0.102625082390531,0.427218740667315,-5.01887956821024
"Tmem139","Tmem139","Mm_R_NGS_WTA_v1.0","Endogenous","109218","Tmem139",FALSE,FALSE,-0.270488344397824,6.45297972740269,-1.7118593494814,0.10265534737436,0.427218740667315,-5.02544469825464
"Abcd4","Abcd4","Mm_R_NGS_WTA_v1.0","Endogenous","19300","Abcd4",FALSE,FALSE,0.186338942853286,5.43784629416225,1.70076733203572,0.102682012954178,0.427218740667315,-5.05967084247489
"Sumo2","Sumo2","Mm_R_NGS_WTA_v1.0","Endogenous","170930","Sumo2",FALSE,FALSE,0.222849259113779,8.05111864363511,1.70069821412017,0.102695181369768,0.427218740667315,-4.99104440397063
"Ssr4","Ssr4","Mm_R_NGS_WTA_v1.0","Endogenous","20832","Ssr4",FALSE,FALSE,-0.208196248129133,7.48123436255372,-1.70066697304838,0.102701133920876,0.427218740667315,-5.00734471221999
"Mdh2","Mdh2","Mm_R_NGS_WTA_v1.0","Endogenous","17448","Mdh2",FALSE,FALSE,0.23878496183432,9.42501973051479,1.69980428136034,0.102865623533718,0.427655895060186,-4.95764163370189
"Impa2","Impa2","Mm_R_NGS_WTA_v1.0","Endogenous","114663","Impa2",FALSE,FALSE,-0.242845006559035,4.81716784863588,-1.69979999288667,0.102866441776056,0.427655895060186,-5.03591389918039
"Gss","Gss","Mm_R_NGS_WTA_v1.0","Endogenous","14854","Gss",FALSE,FALSE,-0.200947067765427,7.50724525657444,-1.69953054661659,0.102917863299139,0.427655895060186,-5.00831092214738
"Cps1","Cps1","Mm_R_NGS_WTA_v1.0","Endogenous","227231","Cps1",FALSE,FALSE,-0.711587490264585,4.56311856102354,-1.88642229338662,0.102972724579433,0.427655895060186,-4.79522527757322
"Gpcpd1","Gpcpd1","Mm_R_NGS_WTA_v1.0","Endogenous","74182","Gpcpd1",FALSE,FALSE,0.234000726933741,5.90302449315106,1.69910248869826,0.102999599353309,0.427655895060186,-5.0577953647786
"Ndfip1","Ndfip1","Mm_R_NGS_WTA_v1.0","Endogenous","65113","Ndfip1",FALSE,FALSE,0.23407030924703,7.13324963690572,1.69904458900307,0.103010659310771,0.427655895060186,-5.02028512332736
"Gm4951","Gm4951","Mm_R_NGS_WTA_v1.0","Endogenous","240327","Gm4951",FALSE,FALSE,-0.265923615383678,3.35278889447639,-1.69903157405105,0.1030131455561,0.427655895060186,-4.81307859050131
