"","TargetName","Module","CodeClass","GeneID","SystematicName","Negative","genes_lowCount_overNsamples","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Vps33a","Vps33a","Mm_R_NGS_WTA_v1.0","Endogenous","77573","Vps33a",FALSE,FALSE,0.150147276170077,5.07720934593336,1.17288563499396,0.253033067846324,0.623771194543859,-5.75858164241211
"Cpne9","Cpne9","Mm_R_NGS_WTA_v1.0","Endogenous","211232","Cpne9",FALSE,FALSE,-0.174521804961572,3.62700201759136,-1.17274182941332,0.253089581442087,0.623791875944333,-5.57460570759383
"Ears2","Ears2","Mm_R_NGS_WTA_v1.0","Endogenous","67417","Ears2",FALSE,FALSE,-0.142257389730455,4.65746521776734,-1.17270526544774,0.253103952068782,0.623791875944333,-5.72755412547955
"Lima1","Lima1","Mm_R_NGS_WTA_v1.0","Endogenous","65970","Lima1",FALSE,FALSE,0.152005502137834,7.60531752751369,1.17262429677412,0.25313577710475,0.623793299387991,-5.70543713928559
"Zfp944","Zfp944","Mm_R_NGS_WTA_v1.0","Endogenous","319615","Zfp944",FALSE,FALSE,0.169523272048791,4.41754134161433,1.17248582592351,0.253190210477138,0.623850428505938,-5.71197761737805
"ER-T2","ER-T2","Mm_R_NGS_WTA_v1.0","Endogenous",NA,"",FALSE,FALSE,-0.190644775643822,3.40081301268714,-1.17203303521758,0.253368264817991,0.624146909453811,-5.5158402138807
"Prune1","Prune1","Mm_R_NGS_WTA_v1.0","Endogenous","229589","Prune1",FALSE,FALSE,-0.141637567195331,4.92474528774575,-1.1719061836647,0.253418164305303,0.624146909453811,-5.74763153608614
"Spindoc","Spindoc","Mm_R_NGS_WTA_v1.0","Endogenous","68229","Spindoc",FALSE,FALSE,0.137139304308985,5.5562898638317,1.17186567642516,0.253434100142012,0.624146909453811,-5.76467543215967
"Vmn1r120","Vmn1r120","Mm_R_NGS_WTA_v1.0","Endogenous","435953, 667485, 435949","Vmn1r244, Vmn1r120, Vmn1r254",FALSE,FALSE,0.184065994267433,3.63978225648242,1.17165214280363,0.253518118100998,0.624146909453811,-5.58272664708002
"Pja1","Pja1","Mm_R_NGS_WTA_v1.0","Endogenous","18744","Pja1",FALSE,FALSE,0.155551683578229,6.21659091527801,1.17163884640203,0.253523350451175,0.624146909453811,-5.75267828771403
"Top1","Top1","Mm_R_NGS_WTA_v1.0","Endogenous","21969","Top1",FALSE,FALSE,0.13824096820879,6.22702314764905,1.17162774652728,0.253527718493789,0.624146909453811,-5.75232756362566
"Prokr1","Prokr1","Mm_R_NGS_WTA_v1.0","Endogenous","58182","Prokr1",FALSE,FALSE,-0.215174857887269,3.28924175316405,-1.17162348930948,0.253529393816608,0.624146909453811,-5.4859679226789
"Klf17","Klf17","Mm_R_NGS_WTA_v1.0","Endogenous","75753","Klf17",FALSE,FALSE,0.157005751218586,3.93061433274244,1.17131712371028,0.253649978023119,0.624300514529571,-5.64401704447195
"Slc26a8","Slc26a8","Mm_R_NGS_WTA_v1.0","Endogenous","224661","Slc26a8",FALSE,FALSE,-0.187330652436885,3.48108950678499,-1.17128177113869,0.253663895388041,0.624300514529571,-5.53950917678673
"Cep89","Cep89","Mm_R_NGS_WTA_v1.0","Endogenous","72140","Cep89",FALSE,FALSE,-0.138236152802104,4.72504384367405,-1.17122662250873,0.253685607066267,0.624300514529571,-5.73443268563689
"Pramel23","Pramel23","Mm_R_NGS_WTA_v1.0","Endogenous","277667","Pramel23",FALSE,FALSE,-0.173766479727071,3.56332452063065,-1.17096718364378,0.253787765086803,0.624474935834814,-5.56061475686346
"Strip2","Strip2","Mm_R_NGS_WTA_v1.0","Endogenous","320609","Strip2",FALSE,FALSE,-0.174936138836078,3.90802909382435,-1.17067854799497,0.253901455699809,0.624677687963432,-5.63454999238066
"Col23a1","Col23a1","Mm_R_NGS_WTA_v1.0","Endogenous","237759","Col23a1",FALSE,FALSE,-0.180577132969724,4.07055728428475,-1.17051508531872,0.253965858744752,0.6247115121959,-5.662185988206
"Piwil4","Piwil4","Mm_R_NGS_WTA_v1.0","Endogenous","330890","Piwil4",FALSE,FALSE,-0.159703138992576,4.04075183050595,-1.17048480431289,0.253977790561635,0.6247115121959,-5.65692075132746
"Gabarap","Gabarap","Mm_R_NGS_WTA_v1.0","Endogenous","56486","Gabarap",FALSE,FALSE,0.151616796523399,9.35346127770681,1.17020359784797,0.254088616018568,0.624842384001767,-5.66047911620866
"Ctnnd1","Ctnnd1","Mm_R_NGS_WTA_v1.0","Endogenous","12388","Ctnnd1",FALSE,FALSE,0.154366233454457,8.12057951321234,1.17014696395549,0.254110940180884,0.624842384001767,-5.69335145807426
"Bhlha15","Bhlha15","Mm_R_NGS_WTA_v1.0","Endogenous","17341","Bhlha15",FALSE,FALSE,0.191157043000685,3.66539807767764,1.17011155934421,0.25412489684468,0.624842384001767,-5.59104139997999
"Mrtfb","Mrtfb","Mm_R_NGS_WTA_v1.0","Endogenous","239719","Mrtfb",FALSE,FALSE,0.142484606971411,4.84398919837048,1.17002201434432,0.254160198444415,0.624852221865253,-5.74984062785064
"Serpina3f","Serpina3f","Mm_R_NGS_WTA_v1.0","Endogenous","238393","Serpina3f",FALSE,FALSE,0.194338837818883,3.80160410101686,1.17013418500518,0.254264004371503,0.625030454287443,-5.6204600963858
"Wdr19","Wdr19","Mm_R_NGS_WTA_v1.0","Endogenous","213081","Wdr19",FALSE,FALSE,0.171362999340924,4.28626008484235,1.16964438184718,0.254309113727679,0.625064372980258,-5.7007961131564
"Nme5","Nme5","Mm_R_NGS_WTA_v1.0","Endogenous","75533","Nme5",FALSE,FALSE,0.158195783797334,3.9107077685186,1.16915492819635,0.254502220867351,0.6254620011295,-5.64262175632241
"Kcnn2","Kcnn2","Mm_R_NGS_WTA_v1.0","Endogenous","140492","Kcnn2",FALSE,FALSE,-0.165713221191848,3.85800320381614,-1.16854680030918,0.254742300914384,0.625928683121994,-5.62858243598245
"Csnk2a2","Csnk2a2","Mm_R_NGS_WTA_v1.0","Endogenous","13000","Csnk2a2",FALSE,FALSE,-0.134402087517752,5.15086000035898,-1.1685150908882,0.254754823942604,0.625928683121994,-5.7618731216732
"Ormdl1","Ormdl1","Mm_R_NGS_WTA_v1.0","Endogenous","227102","Ormdl1",FALSE,FALSE,-0.161576603495371,4.42052641505453,-1.16818965904147,0.254883373425999,0.626167460460648,-5.70953082083729
"Ramp1","Ramp1","Mm_R_NGS_WTA_v1.0","Endogenous","51801","Ramp1",FALSE,FALSE,-0.219184433055321,4.78814709405673,-1.18376461944207,0.254945911756137,0.626225891703828,-5.71925374653071
"Aunip","Aunip","Mm_R_NGS_WTA_v1.0","Endogenous","69885","Aunip",FALSE,FALSE,-0.144872445700106,4.09377051640115,-1.1679706880205,0.254969896697326,0.626225891703828,-5.66790314905802
"C1qtnf3","C1qtnf3","Mm_R_NGS_WTA_v1.0","Endogenous","81799","C1qtnf3",FALSE,FALSE,-0.194928448608698,3.62748847239295,-1.16786190503126,0.25501288884516,0.626228953163211,-5.58163757893191
"Nle1","Nle1","Mm_R_NGS_WTA_v1.0","Endogenous","217011","Nle1",FALSE,FALSE,0.156001853358355,4.11845813367127,1.16780879065637,0.255033882142809,0.626228953163211,-5.67895917455233
"Wdr75","Wdr75","Mm_R_NGS_WTA_v1.0","Endogenous","73674","Wdr75",FALSE,FALSE,-0.15241917452399,4.74550329239338,-1.16771666790496,0.255070296425639,0.626241339016729,-5.7404068193142
"Pank2","Pank2","Mm_R_NGS_WTA_v1.0","Endogenous","74450","Pank2",FALSE,FALSE,0.176500818370871,6.52908297754505,1.1694242844539,0.255152822474973,0.626319399072453,-5.74471613530295
"Zfp300","Zfp300","Mm_R_NGS_WTA_v1.0","Endogenous","245368","Zfp300",FALSE,FALSE,0.179063721139075,3.46909858738042,1.16739520066548,0.255197396224155,0.626319399072453,-5.54495285685759
"Ints11","Ints11","Mm_R_NGS_WTA_v1.0","Endogenous","71957","Ints11",FALSE,FALSE,0.146432588240135,5.61855928648313,1.16735130265401,0.255214756003949,0.626319399072453,-5.76948977313481
"Pde8b","Pde8b","Mm_R_NGS_WTA_v1.0","Endogenous","218461","Pde8b",FALSE,FALSE,0.405715317099188,4.63376262788439,1.2369330619453,0.255233857711306,0.626319399072453,-5.64472477097963
"Krtap12-1","Krtap12-1","Mm_R_NGS_WTA_v1.0","Endogenous","16694","Krtap12-1",FALSE,FALSE,0.153388990248514,4.02997203393115,1.16723953158796,0.255258960619821,0.626319399072453,-5.66557344555013
"Olfr811","Olfr811","Mm_R_NGS_WTA_v1.0","Endogenous","258545","Olfr811",FALSE,FALSE,0.166619529584655,3.61226628457048,1.16711017203702,0.255310128440703,0.626367960435264,-5.58235774339534
"Psg16","Psg16","Mm_R_NGS_WTA_v1.0","Endogenous","26436","Psg16",FALSE,FALSE,-0.180020009069321,3.48604328417483,-1.16698967968185,0.255357795710928,0.626397505923504,-5.54534584847633
"Sugp1","Sugp1","Mm_R_NGS_WTA_v1.0","Endogenous","70616","Sugp1",FALSE,FALSE,-0.140868999500795,4.77114289326483,-1.16676088185147,0.255448327242519,0.626397505923504,-5.74346099250552
"Cdc26","Cdc26","Mm_R_NGS_WTA_v1.0","Endogenous","66440","Cdc26",FALSE,FALSE,0.14720785239608,5.49973075665101,1.16665774138381,0.255489146010968,0.626397505923504,-5.77075413038463
"Rpl37","Rpl37","Mm_R_NGS_WTA_v1.0","Endogenous","67281, 100502825","Rpl37, Rpl37rt",FALSE,FALSE,0.160940073828217,9.53963927032156,1.16665773413699,0.255489148879132,0.626397505923504,-5.65950559685051
"Mkx","Mkx","Mm_R_NGS_WTA_v1.0","Endogenous","210719","Mkx",FALSE,FALSE,-0.141678380047193,4.35105084213739,-1.16661809354172,0.255504838288693,0.626397505923504,-5.70411207981183
"Osgin2","Osgin2","Mm_R_NGS_WTA_v1.0","Endogenous","209212","Osgin2",FALSE,FALSE,-0.151990769652965,4.18622264702774,-1.16657503078026,0.255521882972329,0.626397505923504,-5.68132185428937
"Lrp1b","Lrp1b","Mm_R_NGS_WTA_v1.0","Endogenous","94217","Lrp1b",FALSE,FALSE,0.159279759530218,3.87266098836249,1.16652467147447,0.255541816773081,0.626397505923504,-5.63822604954881
"Cnbp","Cnbp","Mm_R_NGS_WTA_v1.0","Endogenous","12785","Cnbp",FALSE,FALSE,-0.155166989277623,8.09186259464458,-1.16619399851959,0.255672736206781,0.626641477335294,-5.69882314666884
"Tbc1d17","Tbc1d17","Mm_R_NGS_WTA_v1.0","Endogenous","233204","Tbc1d17",FALSE,FALSE,0.145821302456404,5.30394230940923,1.16594170880475,0.255772655741349,0.626809418925184,-5.77068925422312
"Clec10a","Clec10a","Mm_R_NGS_WTA_v1.0","Endogenous","17312","Clec10a",FALSE,FALSE,0.192778359466389,3.69708386850405,1.16581272608395,0.255823750632429,0.626857681830758,-5.60323122391344
"Frrs1l","Frrs1l","Mm_R_NGS_WTA_v1.0","Endogenous","230235","Frrs1l",FALSE,FALSE,0.176028108852055,3.61072779506792,1.16570382714473,0.2558668954774,0.626886454886517,-5.58301292127955
"Card14","Card14","Mm_R_NGS_WTA_v1.0","Endogenous","170720","Card14",FALSE,FALSE,0.183895773881296,4.61000022336302,1.16887906999085,0.256006519641972,0.627045432160806,-5.73301441779913
"Zbtb17","Zbtb17","Mm_R_NGS_WTA_v1.0","Endogenous","22642","Zbtb17",FALSE,FALSE,-0.157845702363253,4.03748160778772,-1.16532781585918,0.256015909468995,0.627045432160806,-5.66264250415047
"Olfr372","Olfr372","Mm_R_NGS_WTA_v1.0","Endogenous","404315, 258532","Olfr372, Olfr373",FALSE,FALSE,0.161691298663333,4.26833433101347,1.16530232467364,0.256026014003042,0.627045432160806,-5.70277479691452
"Cenpq","Cenpq","Mm_R_NGS_WTA_v1.0","Endogenous","83815","Cenpq",FALSE,FALSE,-0.19789653880729,4.00107654227279,-1.16761689148929,0.256108824874238,0.62717130409279,-5.64895919552192
"Olfr553","Olfr553","Mm_R_NGS_WTA_v1.0","Endogenous","233578","Olfr553",FALSE,FALSE,-0.17795390925359,3.65457783319909,-1.1649753278999,0.25615565954437,0.627188748867733,-5.59001816762026
"Dusp2","Dusp2","Mm_R_NGS_WTA_v1.0","Endogenous","13537","Dusp2",FALSE,FALSE,-0.172830818914298,3.75746315003501,-1.16486340083917,0.256200046831559,0.627188748867733,-5.61315662142866
"Gm35410","Gm35410","Mm_R_NGS_WTA_v1.0","Endogenous","102638978","Gm35410",FALSE,FALSE,0.15101695586929,4.44139517506571,1.16476328802976,0.256239753732308,0.627188748867733,-5.72246342687198
"Rftn2","Rftn2","Mm_R_NGS_WTA_v1.0","Endogenous","74013","Rftn2",FALSE,FALSE,-0.168627176947756,3.97322820836208,-1.16469141791967,0.256268261781795,0.627188748867733,-5.65235053497109
"Wapl","Wapl","Mm_R_NGS_WTA_v1.0","Endogenous","218914","Wapl",FALSE,FALSE,0.154427912063073,6.94949714195926,1.1646793816098,0.256273036342939,0.627188748867733,-5.7355988632787
"0610040J01Rik","0610040J01Rik","Mm_R_NGS_WTA_v1.0","Endogenous","76261","0610040J01Rik",FALSE,FALSE,0.158584193799938,6.29185108455133,1.16456800040931,0.256317222145046,0.627219993341697,-5.75837781889642
"Toporsl","Toporsl","Mm_R_NGS_WTA_v1.0","Endogenous","68274","Toporsl",FALSE,FALSE,0.199573660914808,3.4234126763235,1.1641503932546,0.256482940479364,0.627346055281184,-5.53531255158329
"Chrna4","Chrna4","Mm_R_NGS_WTA_v1.0","Endogenous","11438","Chrna4",FALSE,FALSE,-0.155657292993038,4.11208929099199,-1.16409384568783,0.256505386256466,0.627346055281184,-5.67472515261227
"Ceacam13","Ceacam13","Mm_R_NGS_WTA_v1.0","Endogenous","69785","Ceacam13",FALSE,FALSE,-0.200923841576262,3.38949845567159,-1.16403323921039,0.256529444778403,0.627346055281184,-5.5250573889219
"Letm2","Letm2","Mm_R_NGS_WTA_v1.0","Endogenous","270035","Letm2",FALSE,FALSE,0.160701291273952,4.04687190453327,1.16400643344955,0.256540086203841,0.627346055281184,-5.67225657359205
"Olfr1080","Olfr1080","Mm_R_NGS_WTA_v1.0","Endogenous","404473, 258235, 258404","Olfr1082, Olfr1080, Olfr1084",FALSE,FALSE,0.158469051900443,4.2985070975569,1.16396682132202,0.256555812135212,0.627346055281184,-5.70777529144403
"Polr3h","Polr3h","Mm_R_NGS_WTA_v1.0","Endogenous","78929","Polr3h",FALSE,FALSE,-0.156791443051828,3.97287941449744,-1.16385094069614,0.256601820601829,0.627346055281184,-5.65573892507295
"Aoc3","Aoc3","Mm_R_NGS_WTA_v1.0","Endogenous","11754","Aoc3",FALSE,FALSE,0.158816369789953,4.02171037281258,1.16384501853198,0.256604172062379,0.627346055281184,-5.66802564508549
"Rhox2a","Rhox2a","Mm_R_NGS_WTA_v1.0","Endogenous","100040016, 100039913, 100039948, 75199","Rhox2c, Rhox2b, Rhox2a, Rhox2e",FALSE,FALSE,0.219499521357748,4.63298756151333,1.17939638320786,0.256627804856884,0.627346055281184,-5.71947203945046
"Gp1ba","Gp1ba","Mm_R_NGS_WTA_v1.0","Endogenous","14723","Gp1ba",FALSE,FALSE,-0.161861764523832,3.62098079174372,-1.16372566255334,0.256651567073157,0.627346055281184,-5.5848599722798
"Dap3","Dap3","Mm_R_NGS_WTA_v1.0","Endogenous","65111","Dap3",FALSE,FALSE,-0.144449208138895,6.34192253241525,-1.16356211054855,0.256716522397436,0.627428003993636,-5.75659468978044
"Pou1f1","Pou1f1","Mm_R_NGS_WTA_v1.0","Endogenous","18736","Pou1f1",FALSE,FALSE,0.173196841458794,3.58312303381451,1.1633807705891,0.256788556517289,0.627527231454846,-5.57921587750167
"Zscan25","Zscan25","Mm_R_NGS_WTA_v1.0","Endogenous","666311","Zscan25",FALSE,FALSE,-0.160442447757303,4.40817986815282,-1.16316640706201,0.256873727983915,0.627567949473037,-5.71516655125303
"Pdha1","Pdha1","Mm_R_NGS_WTA_v1.0","Endogenous","18597","Pdha1",FALSE,FALSE,-0.338379053146883,6.79788356716693,-1.2173477395668,0.256894701233004,0.627567949473037,-5.66731803967044
"Cfl2","Cfl2","Mm_R_NGS_WTA_v1.0","Endogenous","12632","Cfl2",FALSE,FALSE,0.165621331836211,5.72993442464661,1.16353082151731,0.256899528282005,0.627567949473037,-5.77260301037723
"Cutc","Cutc","Mm_R_NGS_WTA_v1.0","Endogenous","66388","Cutc",FALSE,FALSE,0.159443864610021,5.21584027628017,1.16281442449717,0.257013623992204,0.627769848985241,-5.77314152973824
"Tada1","Tada1","Mm_R_NGS_WTA_v1.0","Endogenous","27878","Tada1",FALSE,FALSE,0.152895227922204,5.49234958264507,1.16252159285793,0.257130053375953,0.627977398525099,-5.77550925848645
"Ptp4a2","Ptp4a2","Mm_R_NGS_WTA_v1.0","Endogenous","19244","Ptp4a2",FALSE,FALSE,0.149056843891275,7.72758438868693,1.16240022017253,0.257178322408397,0.628018452628604,-5.71322222130834
"Dytn","Dytn","Mm_R_NGS_WTA_v1.0","Endogenous","241073","Dytn",FALSE,FALSE,-0.175340530042678,3.43752085084369,-1.16197633809472,0.257346949867109,0.628353370865595,-5.53908228471457
"Zc3h13","Zc3h13","Mm_R_NGS_WTA_v1.0","Endogenous","67302","Zc3h13",FALSE,FALSE,0.147175152674023,4.71126725144994,1.16167460162861,0.257467035612884,0.628541342316968,-5.74936569943554
"Tnpo2","Tnpo2","Mm_R_NGS_WTA_v1.0","Endogenous","212999","Tnpo2",FALSE,FALSE,0.134662133063237,5.67488519174162,1.16156658274257,0.257510035291961,0.628541342316968,-5.77528114834549
"Gm3561","Gm3561","Mm_R_NGS_WTA_v1.0","Endogenous","100041879","Gm3561",FALSE,FALSE,0.189464490736703,3.43102116102847,1.16154559412719,0.257518390963807,0.628541342316968,-5.54098474562401
"Psrc1","Psrc1","Mm_R_NGS_WTA_v1.0","Endogenous","56742","Psrc1",FALSE,FALSE,-0.164182195286565,3.84786924172987,-1.16126701837567,0.257629312366421,0.628593019777952,-5.63597620439596
"Pts","Pts","Mm_R_NGS_WTA_v1.0","Endogenous","19286","Pts",FALSE,FALSE,0.155534417813862,5.94797391101373,1.16124870218584,0.257636606621713,0.628593019777952,-5.77109933843857
"Olfr684","Olfr684","Mm_R_NGS_WTA_v1.0","Endogenous","244187","Olfr684",FALSE,FALSE,-0.160341747810011,3.89651181041842,-1.16123262034321,0.257643011194697,0.628593019777952,-5.64480311636807
"Il18bp","Il18bp","Mm_R_NGS_WTA_v1.0","Endogenous","16068","Il18bp",FALSE,FALSE,0.160518660130601,4.59408509023955,1.16112677380376,0.257685167382758,0.628593019777952,-5.74052233569076
"Chic1","Chic1","Mm_R_NGS_WTA_v1.0","Endogenous","12212","Chic1",FALSE,FALSE,0.155849195054099,4.74979140781061,1.16108103876877,0.257703384151705,0.628593019777952,-5.75314140398465
"Psg18","Psg18","Mm_R_NGS_WTA_v1.0","Endogenous","26438","Psg18",FALSE,FALSE,0.170163467173365,3.53071479713998,1.16096927900543,0.257747903309471,0.628593019777952,-5.56802674352451
"Rnaseh2c","Rnaseh2c","Mm_R_NGS_WTA_v1.0","Endogenous","68209","Rnaseh2c",FALSE,FALSE,-0.137406773411559,5.21715906657842,-1.16083019740334,0.257803313988357,0.628593019777952,-5.7723841291328
"Ankrd31","Ankrd31","Mm_R_NGS_WTA_v1.0","Endogenous","625662","Ankrd31",FALSE,FALSE,0.164433513284838,3.5198814289151,1.16082214386682,0.257806522820289,0.628593019777952,-5.5659479732046
"Trim6","Trim6","Mm_R_NGS_WTA_v1.0","Endogenous","94088","Trim6",FALSE,FALSE,-0.220839168350377,3.73759564578862,-1.16689072988522,0.257873805178124,0.628593019777952,-5.60121483015836
"Mrpl30","Mrpl30","Mm_R_NGS_WTA_v1.0","Endogenous","107734","Mrpl30",FALSE,FALSE,0.168312114288891,6.72964143956407,1.1607249635499,0.257876101031323,0.628593019777952,-5.74777400762707
"Ppp1r3e","Ppp1r3e","Mm_R_NGS_WTA_v1.0","Endogenous","105651","Ppp1r3e",FALSE,FALSE,0.157188969971698,3.69408266413993,1.16059664376365,0.25789638254841,0.628593019777952,-5.60833338323076
"Epb41","Epb41","Mm_R_NGS_WTA_v1.0","Endogenous","269587","Epb41",FALSE,FALSE,-0.160442985144309,6.09326838363162,-1.16052732750223,0.257924009102199,0.628593019777952,-5.76661352838179
"Icam2","Icam2","Mm_R_NGS_WTA_v1.0","Endogenous","15896","Icam2",FALSE,FALSE,0.18546897163269,3.86842017766393,1.16046486382951,0.257948906377848,0.628593019777952,-5.64426222065988
"Slc38a9","Slc38a9","Mm_R_NGS_WTA_v1.0","Endogenous","268706","Slc38a9",FALSE,FALSE,0.149366732249702,5.07641831030165,1.16028443634105,0.258020832614273,0.62864315924973,-5.77261122191408
"Ctf1","Ctf1","Mm_R_NGS_WTA_v1.0","Endogenous","13019","Ctf1",FALSE,FALSE,-0.175457922948722,4.17902305249333,-1.16025526643467,0.258032462400055,0.62864315924973,-5.68937114969952
"Acsbg2","Acsbg2","Mm_R_NGS_WTA_v1.0","Endogenous","328845","Acsbg2",FALSE,FALSE,0.18015480073077,3.58676467078595,1.16004201468331,0.258117495787576,0.628773589799559,-5.58379783408914
"Cs","Cs","Mm_R_NGS_WTA_v1.0","Endogenous","12974","Cs",FALSE,FALSE,0.142743373690447,8.89604464429966,1.15988964501758,0.258178265357466,0.628844889132637,-5.68398116963748
"Gm52008","Gm52008","Mm_R_NGS_WTA_v1.0","Endogenous","115488019","Gm52008",FALSE,FALSE,0.184106611175815,3.49294252940986,1.15952160615124,0.258325093908929,0.629125759388063,-5.56033959619111
"Gm50595","Gm50595","Mm_R_NGS_WTA_v1.0","Endogenous","108168771","Gm50595",FALSE,FALSE,0.160615939157753,3.86511550098668,1.15929013692666,0.258417469848893,0.629273963234136,-5.64497198416674
"Plch1","Plch1","Mm_R_NGS_WTA_v1.0","Endogenous","269437","Plch1",FALSE,FALSE,-0.144986202015161,4.44229179408668,-1.15900371258802,0.258531811388316,0.629475612970479,-5.72211682066002
"Sprr3","Sprr3","Mm_R_NGS_WTA_v1.0","Endogenous","20766","Sprr3",FALSE,FALSE,-0.189417985169979,3.36737739268118,-1.15883642137659,0.258598611901463,0.62956147431572,-5.52325638640417
"Obp2a","Obp2a","Mm_R_NGS_WTA_v1.0","Endogenous","227627","Obp2a",FALSE,FALSE,-0.213000512602352,3.69579711497622,-1.16241070459634,0.258655351206152,0.62962282357376,-5.60267560127771
"Ankrd28","Ankrd28","Mm_R_NGS_WTA_v1.0","Endogenous","105522","Ankrd28",FALSE,FALSE,0.140759990447574,5.43757930229861,1.15834593807499,0.258794538791755,0.629822664718696,-5.78001079922671
"Oas3","Oas3","Mm_R_NGS_WTA_v1.0","Endogenous","246727","Oas3",FALSE,FALSE,-0.193759942502938,4.89723515917982,-1.16636600337306,0.258800546946223,0.629822664718696,-5.74818779287526
"Ddx41","Ddx41","Mm_R_NGS_WTA_v1.0","Endogenous","72935","Ddx41",FALSE,FALSE,-0.141027497537506,4.67589448062942,-1.15821837007663,0.258845514681339,0.629855315648898,-5.74516901178302
"Npnt","Npnt","Mm_R_NGS_WTA_v1.0","Endogenous","114249","Npnt",FALSE,FALSE,0.171229679291664,3.96853180637338,1.15801894009434,0.258925221337927,0.629972479411217,-5.66547500204961
"Cypt3","Cypt3","Mm_R_NGS_WTA_v1.0","Endogenous","69361","Cypt3",FALSE,FALSE,0.214584457464172,3.09511944280559,1.1576211589691,0.259084257669268,0.630060953550896,-5.44459177734333
"Cisd2","Cisd2","Mm_R_NGS_WTA_v1.0","Endogenous","67006","Cisd2",FALSE,FALSE,0.153016590950751,6.89535546754693,1.15749182587825,0.259135981712165,0.630060953550896,-5.74547491430407
"Cyld","Cyld","Mm_R_NGS_WTA_v1.0","Endogenous","74256","Cyld",FALSE,FALSE,-0.141918660288401,5.48291429629955,-1.15747585575336,0.259142369156427,0.630060953550896,-5.77833284616732
"Iglon5","Iglon5","Mm_R_NGS_WTA_v1.0","Endogenous","210094","Iglon5",FALSE,FALSE,-0.182065772450087,3.75062128735684,-1.15740567399805,0.259170440576553,0.630060953550896,-5.6201539974693
